issuer_ticker,name,asset_class,weight_percent,price,nominal,market_value,notional_value,sector,isin,exchange,location,market_currency,fund_name,LEI
LLY,ELI LILLY,Equity,0.48,231.04,1115740,257780569.6,257780569.6,Health Care,US5324571083,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,FRDRIPF3EKNDJ2CQJL29
MRK,MERCK & CO INC,Equity,0.48,71.97,3549264,255440530.08,255440530.08,Health Care,US58933Y1055,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,MZK1AT00SJV4XB7WNL71
TXN,TEXAS INSTRUMENT INC,Equity,0.48,196.82,1294554,254794118.28,254794118.28,Information Technology,US8825081040,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,WDJNR2L6D8RWOEB8T652
MCD,MCDONALDS CORP,Equity,0.48,243.21,1045986,254394255.06,254394255.06,Consumer Discretionary,US5801351017,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,UE2136O97NLB5BYP9H04
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.42,102.83,2184497,224631826.51,224631826.51,Consumer Staples,US7181721090,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,HL3H1H2BGXWVG3BSWR90
ORCL,ORACLE CORP,Equity,0.42,87.25,2546185,222154641.25,222154641.25,Information Technology,US68389X1054,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,1Z4GXXU7ZHVWFCD8TV52
INTU,INTUIT INC,Equity,0.41,572.88,383048,219440538.24,219440538.24,Information Technology,US4612021034,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,VI90HBPH7XSFMB9E4M29
QCOM,QUALCOMM INC,Equity,0.41,138.4,1581069,218819949.6,218819949.6,Information Technology,US7475251036,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,H1J8DDZKZP6H7RWC0H53
HON,HONEYWELL INTERNATIONAL INC,Equity,0.4,219.65,973483,213825540.95,213825540.95,Industrials,US4385161066,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,ISRPG12PN4EIEOEMW547
MS,MORGAN STANLEY,Equity,0.4,102.47,2085875,213739611.25,213739611.25,Financials,US6174464486,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,IGJSJL3JD5P30I6NJZ34
LOW,LOWES COMPANIES INC,Equity,0.39,208.48,991390,206684987.2,206684987.2,Consumer Discretionary,US5486611073,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,WAFCR4OKGSC504WU3E95
C,CITIGROUP INC,Equity,0.38,70,2896579,202760530,202760530,Financials,US1729674242,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,6SHGI4ZSSLCXXQSBB395
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.37,192.97,1013922,195656528.34,195656528.34,Industrials,US9113121068,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,D01LMJZU09ULLNCY6Z23
BMY,BRISTOL MYERS SQUIBB,Equity,0.36,61.23,3131170,191721539.1,191721539.1,Health Care,US1101221083,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,HLYYNH7UQUORYSJQCN42
SBUX,STARBUCKS CORP,Equity,0.36,114.67,1652485,189490454.95,189490454.95,Consumer Discretionary,US8552441094,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,OQSJ1DU9TAOC51A47K68
UNP,UNION PACIFIC CORP,Equity,0.36,203.44,931148,189432749.12,189432749.12,Industrials,US9078181081,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300LMMRSZZCZ8CL11
GS,GOLDMAN SACHS GROUP INC,Equity,0.36,396.68,476690,189093389.2,189093389.2,Financials,US38141G1040,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,784F5XWPLTWKTBV3E584
MRNA,MODERNA INC,Equity,0.35,440.65,427685,188459395.25,188459395.25,Health Care,US60770K1079,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300EI6OKH5K5Q2G38
AMAT,APPLIED MATERIAL INC,Equity,0.35,144.09,1286296,185342390.64,185342390.64,Information Technology,US0382221051,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,41BNNE1AFPNAZELZ6K07
NOW,SERVICENOW INC,Equity,0.34,656.3499999999999,276737,181636329.95,181636329.95,Information Technology,US81762P1021,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300HJTQM36M0E1G39
AMD,ADVANCED MICRO DEVICES INC,Equity,0.34,106.22,1703069,180899989.18,180899989.18,Information Technology,US0079031078,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,R2I72C950HOYXII45366
RTX,RAYTHEON TECHNOLOGIES CORP,Equity,0.34,84.02,2123713,178434366.26,178434366.26,Industrials,US75513E1010,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,I07WOS4YJ0N7YRFE7309
BLK,BLACKROCK INC,Equity,0.33,890.4399999999999,199029,177223382.76,177223382.76,Financials,US09247X1019,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300LRIF3NWCU26A80
AMGN,AMGEN INC,Equity,0.33,217.36,805755,175138906.8,175138906.8,Health Care,US0311621009,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,62QBXGPJ34PQ72Z12S66
ISRG,INTUITIVE SURGICAL INC,Equity,0.32,1034.01,165971,171615673.70999998,171615673.70999998,Health Care,US46120E6023,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,54930052SRG011710797
TGT,TARGET CORP,Equity,0.32,246.95,693702,171309708.9,171309708.9,Consumer Discretionary,US87612E1064,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,8WDDFXB5T1Z6J0XC1L66
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,0.32,136.43,1253064,170955521.52,170955521.52,Information Technology,US4592001014,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,VGRQXHF3J8VDLUA7XE92
BA,BOEING,Equity,0.31,213.36,770926,164484771.36,164484771.36,Industrials,US0970231058,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,RVHJWBXLJ1RFUBSY1F30
CVS,CVS HEALTH CORP,Equity,0.3,85.35,1846176,157571121.6,157571121.6,Health Care,US1266501006,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300EJG376EN5NQE29
CAT,CATERPILLAR INC,Equity,0.29,203.6,767813,156326726.8,156326726.8,Industrials,US1491231015,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,WRJR7GS4GTRECRRTVX92
GE,GENERAL ELECTRIC,Equity,0.29,101.34,1540796,156144266.64,156144266.64,Industrials,US3696043013,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,3C7474T6CDKPR9K6YT90
DE,DEERE,Equity,0.29,355.33,437611,155496316.63,155496316.63,Industrials,US2441991054,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,PWFTNG3EI0Y73OXWDH08
SPGI,S&P GLOBAL INC,Equity,0.29,454.05,337708,153336317.4,153336317.4,Financials,US78409V1044,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,Y6X4K52KMJMZE7I7MY94
SCHW,CHARLES SCHWAB CORP,Equity,0.28,70.78,2102947,148846588.66,148846588.66,Financials,US8085131055,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300VSGCJ7E698NM85
MMM,3M,Equity,0.28,182.66,812584,148426593.44,148426593.44,Industrials,US88579Y1010,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,LUZQVYP4VS22CLWDAR65
AXP,AMERICAN EXPRESS,Equity,0.28,162.63,912155,148343767.65,148343767.65,Financials,US0258161092,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,R4PP93JZOLY261QX3811
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.28,765.24,193006,147695911.44,147695911.44,Communication,US16119P1084,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,0J0XRGZE3PBRFEZ7MV65
ZTS,ZOETIS INC CLASS A,Equity,0.25,202.77,665440,134931268.8,134931268.8,Health Care,US98978V1035,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300HD9Q1LOC9KLJ48
BKNG,BOOKING HOLDINGS INC,Equity,0.25,2345,57483,134797635,134797635,Consumer Discretionary,US09857L1089,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,FXM8FAOHMYDIPD38UZ17
ADI,ANALOG DEVICES INC,Equity,0.24,173.20999999999998,752766,130386598.86,130386598.86,Information Technology,US0326541051,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,GYVOE5EZ4GDAVTU4CQ61
ANTM,ANTHEM INC,Equity,0.24,374.94,343135,128655036.9,128655036.9,Health Care,US0367521038,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,8MYN82XMYQH89CTMTH67
SYK,STRYKER CORP,Equity,0.24,276.11,459399,126844657.89,126844657.89,Health Care,US8636671013,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,5493002F0SC4JTBU5137
MO,ALTRIA GROUP INC,Equity,0.24,48.790000000000006,2595743,126646300.97,126646300.97,Consumer Staples,US02209S1033,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,XSGZFLO9YTNO9VCQV219
GILD,GILEAD SCIENCES INC,Equity,0.24,71.33,1757239,125343857.87,125343857.87,Health Care,US3755581036,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300WTZWR07K8MNV44
LRCX,LAM RESEARCH CORP,Equity,0.23,615.8499999999999,199950,123139207.5,123139207.5,Information Technology,US5128071082,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300I4GMO6D34U1T02
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Equity,0.22,60.71,1970234,119612906.14,119612906.14,Consumer Staples,US6092071058,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300DV9GIB88LZ5P30
TJX,TJX INC,Equity,0.22,70.48,1690302,119132484.96,119132484.96,Consumer Discretionary,US8725401090,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,V167QI9I69W364E2DY52
ADP,AUTOMATIC DATA PROCESSING INC,Equity,0.22,198.4,596898,118424563.2,118424563.2,Information Technology,US0530151036,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,HGBOLILQXWER4SAL2I23
MU,MICRON TECHNOLOGY INC,Equity,0.22,74.63,1571867,117308434.21,117308434.21,Information Technology,US5951121038,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,B3DXGBC8GAIYWI2Z0172
LMT,LOCKHEED MARTIN CORP,Equity,0.22,341.5,342785,117061077.5,117061077.5,Industrials,US5398301094,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,DPRBOZP0K5RM2YE8UU08
CCI,CROWN CASTLE INTERNATIONAL REIT CO,Equity,0.22,189.22,605878,114644235.16,114644235.16,Real Estate,US22822V1017,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,54930012H97VSM0I2R19
CB,CHUBB LTD,Equity,0.21,181.14,630339,114179606.46,114179606.46,Financials,CH0044328745,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,E0JAN6VLUDI1HITHT809
PNC,PNC FINANCIAL SERVICES GROUP INC,Equity,0.21,189.9,595427,113071587.3,113071587.3,Financials,US6934751057,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,CFGNEKW0P8842LEUIA51
MMC,MARSH & MCLENNAN INC,Equity,0.21,158.22,712617,112750261.74,112750261.74,Financials,US5717481023,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300XMP3KDCKJXIU47
COP,CONOCOPHILLIPS,Equity,0.21,59.23,1892724,112106042.52,112106042.52,Energy,US20825C1045,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,WPTL2Z3FIYTHSP5V2253
DUK,DUKE ENERGY CORP,Equity,0.21,101.41,1078195,109339754.95,109339754.95,Utilities,US26441C2044,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,I1BZKREC126H0VB1BL91
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,0.2,125.4,868327,108888205.8,108888205.8,Information Technology,US31620M1062,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,6WQI0GK1PRFVBA061U48
USB,US BANCORP,Equity,0.2,57.1,1899840,108480864,108480864,Financials,US9029733048,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,N1GZ7BBF3NP8GI976H15
EQIX,EQUINIX REIT INC,Equity,0.2,853.25,125585,107155401.25,107155401.25,Real Estate,US29444U7000,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300EVUN2BTLJ3GT74
BDX,BECTON DICKINSON,Equity,0.2,262.67,407545,107049845.15,107049845.15,Health Care,US0758871091,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,ICE2EP6D98PQUILVRZ91
TMUS,T MOBILE US INC,Equity,0.2,128.91,821498,105899307.18,105899307.18,Communication,US8725901040,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300QHIJYOHPACPG31
EW,EDWARDS LIFESCIENCES CORP,Equity,0.2,120.69,871496,105180852.24,105180852.24,Health Care,US28176E1082,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,YA13X31F3V31L8TMPR58
EL,ESTEE LAUDER INC CLASS A,Equity,0.2,323.13,324979,105010464.27,105010464.27,Consumer Staples,US5184391044,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300VFZ8XJ9NUPU221
TFC,TRUIST FINANCIAL CORP,Equity,0.2,55.28,1884949,104199980.72,104199980.72,Financials,US89832Q1094,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300DRQQI75D2JP341
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.19,160.17,632687,101337476.79,101337476.79,Financials,US14040H1059,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,ZUE8T73ROZOF6FLBAR73
SHW,SHERWIN WILLIAMS,Equity,0.19,298.02,335484,99980941.68,99980941.68,Materials,US8243481061,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,Z15BMIOX8DDH0X2OBP21
CI,CIGNA CORP,Equity,0.19,205.52,480999,98854914.48,98854914.48,Health Care,US1255231003,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300VIWYMSIGT1U456
CSX,CSX CORP,Equity,0.18,30.91,3184288,98426342.08,98426342.08,Industrials,US1264081035,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300JVQR4N1MMP3Q88
SO,SOUTHERN,Equity,0.18,65.38,1483428,96986522.64,96986522.64,Utilities,US8425871071,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300FC3G3YU2FBZD92
HCA,HCA HEALTHCARE INC,Equity,0.18,261.64000000000004,368241,96346575.24,96346575.24,Health Care,US40412C1018,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,529900PH4ZGUH2MNEU89
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.18,653.1800000000001,146785,95877026.3,95877026.3,Health Care,US75886F1075,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300RCBFWIRX3HYQ56
CME,CME GROUP INC CLASS A,Equity,0.18,188.69,503377,94982206.13,94982206.13,Financials,US12572Q1058,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,LCZ7XYGSLJUHFXXNXD88
ICE,INTERCONTINENTAL EXCHANGE INC,Equity,0.18,118.93,788691,93799020.63,93799020.63,Financials,US45866F1049,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,5493000F4ZO33MV32P92
GM,GENERAL MOTORS,Equity,0.17,51.52,1788842,92161139.84,92161139.84,Consumer Discretionary,US37045V1008,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,54930070NSV60J38I987
ILMN,ILLUMINA INC,Equity,0.17,449.92,204655,92078377.6,92078377.6,Health Care,US4523271090,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,SQ95QG8SR5Q56LSNF682
CL,COLGATE-PALMOLIVE,Equity,0.17,76.47,1184981,90615497.07,90615497.07,Consumer Staples,US1941621039,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,YMEGZFW4SBUSS5BQXF88
FISV,FISERV INC,Equity,0.17,108.55,834484,90583238.2,90583238.2,Information Technology,US3377381088,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,GI7UBEJLXYLGR2C7GV83
ADSK,AUTODESK INC,Equity,0.17,290.68,308300,89616644,89616644,Information Technology,US0527691069,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,FRKKVKAIQEF3FCSTPG55
BSX,BOSTON SCIENTIFIC CORP,Equity,0.17,44.9,1994149,89537290.1,89537290.1,Health Care,US1011371077,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,Y6ZDD9FP4P8JSSJMW954
FDX,FEDEX CORP,Equity,0.17,258.38,342093,88389989.34,88389989.34,Industrials,US31428X1063,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300E707U7WNPZN687
ITW,ILLINOIS TOOL INC,Equity,0.16,217.84,402829,87752269.36,87752269.36,Industrials,US4523081093,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,76NA4I14SZCFAYMNSV04
NSC,NORFOLK SOUTHERN CORP,Equity,0.16,248,350985,87044280,87044280,Industrials,US6558441084,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,54930036C8MWP850MI84
ATVI,ACTIVISION BLIZZARD INC,Equity,0.16,79.28,1089017,86337267.76,86337267.76,Communication,US00507V1098,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300TPQQDBP9GNOF40
MCO,MOODYS CORP,Equity,0.16,380.33,225546,85781910.17999999,85781910.17999999,Financials,US6153691059,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300GCEDD8YCF5WU84
D,DOMINION ENERGY INC,Equity,0.16,74.93,1130169,84683563.16999999,84683563.16999999,Utilities,US25746U1097,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,ILUL7B6Z54MRYCF6H308
WM,WASTE MANAGEMENT INC,Equity,0.16,153.89,544142,83738012.38,83738012.38,Industrials,US94106L1098,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300YX8JIID70NFS41
EMR,EMERSON ELECTRIC,Equity,0.16,98.78,841780,83151028.4,83151028.4,Industrials,US2910111044,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,FGLT0EWZSUIRRITFOA30
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.16,266.41999999999996,310031,82598459.02,82598459.02,Materials,US0091581068,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,7QEON6Y1RL5XR3R1W237
KLAC,KLA CORP,Equity,0.15,372.02,215000,79984300,79984300,Information Technology,US4824801009,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300H0BF5JCG96TJ81
IDXX,IDEXX LABORATORIES INC,Equity,0.15,663.4499999999999,119586,79339331.7,79339331.7,Health Care,US45168D1046,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,OGMTXK0LUU1HKV2P0J84
ECL,ECOLAB INC,Equity,0.15,223.57,349249,78081598.93,78081598.93,Materials,US2788651006,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,82DYEISM090VG8LTLS26
DXCM,DEXCOM INC,Equity,0.14,565.13,135735,76707920.55,76707920.55,Health Care,US2521311074,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300YSK3QDSFR5EU59
PGR,PROGRESSIVE CORP,Equity,0.14,92.99,819275,76184382.25,76184382.25,Financials,US7433151039,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,529900TACNVLY9DCR586
MSCI,MSCI INC,Equity,0.14,652.15,115509,75329194.35,75329194.35,Financials,US55354G1004,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300HTIN2PD78UB763
A,AGILENT TECHNOLOGIES INC,Equity,0.14,173.28,425612,73750047.36,73750047.36,Health Care,US00846U1016,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,QUIX8Y7A2WP0XRMW7G29
F,FORD MOTOR CO,Equity,0.14,13.4,5491270,73583018,73583018,Consumer Discretionary,US3453708600,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,20S05OYHG0MQM4VUIC57
NOC,NORTHROP GRUMMAN CORP,Equity,0.14,349.66,210127,73473006.82,73473006.82,Industrials,US6668071029,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,RIMU48P07456QXSO0R61
ALGN,ALIGN TECHNOLOGY INC,Equity,0.14,728.2900000000001,100737,73365749.73,73365749.73,Health Care,US0162551016,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300N5YSE0U3LCP840
DG,DOLLAR GENERAL CORP,Equity,0.14,221.56,330908,73315976.48,73315976.48,Consumer Discretionary,US2566771059,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,OPX52SQVOZI8IVSWYU66
HUM,HUMANA INC,Equity,0.14,399.17,180828,72181112.76,72181112.76,Health Care,US4448591028,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,529900YLDW34GJAO4J06
SNPS,SYNOPSYS INC,Equity,0.13,335.38,214176,71830346.88,71830346.88,Information Technology,US8716071076,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,QG7T915N9S0NY5UKNE63
FCX,FREEPORT MCMORAN INC,Equity,0.13,34.3,2057007,70555340.1,70555340.1,Materials,US35671D8570,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300IRDTHJQ1PVET45
ROP,ROPER TECHNOLOGIES INC,Equity,0.13,473.72,147811,70021026.92,70021026.92,Industrials,US7766961061,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,54930003T4SXCIWVXY35
TWTR,TWITTER INC,Equity,0.13,62.290000000000006,1115602,69490848.58,69490848.58,Communication,US90184L1026,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300I8RX485XMK6836
IQV,IQVIA HOLDINGS INC,Equity,0.13,257.85,268987,69358297.95,69358297.95,Health Care,US46266C1053,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300W3R20NM4KQPH86
EXC,EXELON CORP,Equity,0.13,50.18,1371397,68816701.46000001,68816701.46000001,Utilities,US30161N1019,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,3SOUA6IRML7435B56G12
TROW,T ROWE PRICE GROUP INC,Equity,0.13,215.03,318336,68451790.08,68451790.08,Financials,US74144T1088,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,549300SIV6FPS9Y7IH33
VRTX,VERTEX PHARMACEUTICALS INC,Equity,0.13,187.1,363090,67934139,67934139,Health Care,US92532F1003,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,54930015RAQRRZ5ZGJ91
EBAY,EBAY INC,Equity,0.13,74.7,908341,67853072.7,67853072.7,Consumer Discretionary,US2786421030,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,OML71K8X303XQONU6T67
GPN,GLOBAL PAYMENTS INC,Equity,0.13,163.99,413041,67734593.59,67734593.59,Information Technology,US37940X1028,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300NOMHGVQBX6S778
TEL,TE CONNECTIVITY LTD,Equity,0.13,143.79,462905,66561109.95,66561109.95,Information Technology,CH0102993182,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,894500ZRIX9K13RHXR17
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,0.12,54.349999999999994,1203514,65410985.9,65410985.9,Financials,US0268747849,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,ODVCVCQG2BP6VHV36M30
CDNS,CADENCE DESIGN SYSTEMS INC,Equity,0.12,167.61,389525,65288285.25,65288285.25,Information Technology,US1273871087,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,GCT7RXJOGLXPV0NXZY22
MET,METLIFE INC,Equity,0.12,62.220000000000006,1043689,64938329.58,64938329.58,Financials,US59156R1086,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,C4BXATY60WC6XEOZDX54
KMB,KIMBERLY CLARK CORP,Equity,0.12,135.94,473185,64324768.9,64324768.9,Consumer Staples,US4943681035,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,MP3J6QPYPGN75NVW2S34
APH,AMPHENOL CORP CLASS A,Equity,0.12,76.47,837786,64065495.42,64065495.42,Information Technology,US0320951017,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300D3L3G0R4U4VT04
LHX,L3HARRIS TECHNOLOGIES INC,Equity,0.12,221.03,287011,63438041.33,63438041.33,Industrials,US5024311095,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300UTE50ZMDBG8A20
BIIB,BIOGEN INC,Equity,0.12,299.69,211282,63319102.58,63319102.58,Health Care,US09062X1037,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,W8J5WZB5IY3K0NDQT671
CARR,CARRIER GLOBAL CORP,Equity,0.12,55.07,1142150,62898200.5,62898200.5,Industrials,US14448C1045,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300JE3W6CWY2NAN77
GD,GENERAL DYNAMICS CORP,Equity,0.12,194.88,321360,62626636.8,62626636.8,Industrials,US3695501086,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,9C1X8XOOTYY2FNYTVH06
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.12,163.11,383917,62620701.87,62620701.87,Information Technology,US5950171042,"NASDAQ",United States,USD,iShares Core S&P 500 UCITS ETF,5493007PTFULNYZJ1R12
DOW,DOW INC,Equity,0.12,59.47,1048438,62350607.86,62350607.86,Materials,US2605571031,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,5493003S21INSLK2IP73
NEM,NEWMONT,Equity,0.12,55.43,1121832,62183147.760000005,62183147.760000005,Materials,US6516391066,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300VSP3RIX7FGDZ51
DLR,DIGITAL REALTY TRUST REIT INC,Equity,0.12,156.41,394228,61661201.48,61661201.48,Real Estate,US2538681030,New York Stock Exchange Inc.,United States,USD,iShares Core S&P 500 UCITS ETF,549300HKCZ31D08NEI41
